Id,Solo_danos,Herido,Muerto,Direccion,Latitud,Longitud,Dia,Mes,A_o,Choque,Atropello,Volcamiento,caida de ocupante,Otro,Rural,Urbana,Masculino,Femenino,<18,18-30,31-60,>60,Tipo_vehiculo,Publico,Particular,Oficial,Diplomatico
287,1,,,"BARRIO VERACRUZ FRENTE MZ 15 # 12,Calarcá,Quindio",4.5198225,-75.6529549,6,3,2022,1,,,,,,1,1,1,,,2,,CAMIONETA-AUTOMÓVIL,,2,,
288,1,,,"VIA CIRCASIA KM 1+800,Calarcá,Quindio",4.6226052,-75.626791,8,3,2022,1,,,,,1,,2,,,1,,1,AUTOMÓVIL-MOTOCICLETA,1,1,,
289,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+500,Calarcá,Quindio",4.526504,-75.636869,10,3,2022,1,,,,,,1,1,1,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
290,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+200,Calarcá,Quindio",4.527775,-75.625865,11,3,2022,1,,,,,,1,2,,,1,1,,CAMIONETA-AUTOMÓVIL,,2,,
291,,1,,"VIA LA BELLA-POTOSI FRENTE A LA ESCUELA POTOSI,Calarcá,Quindio",4.499797,-75.67284,13,3,2022,,,,1,,1,,1,,,,1,,BUS,1,,,
292,1,,,"CRA 23 FRENTE 43+60 CACIQUE,Calarcá,Quindio",4.5297935,-75.6376795,15,3,2022,1,,,,,,1,1,1,,,2,,CAMIONETA-AUTOMÓVIL,1,1,,
293,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+100 FRENTE AL ESTADIO,Calarcá,Quindio",4.4701384,-75.5423922,16,3,2022,1,,,,,1,,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
294,1,,,"VIA LA URIBE–CALARCA KM 83+500,Calarcá,Quindio",4.523289,-75.641955,17,3,2022,1,,,,,,1,2,,,,,1,CAMIÓN-CAMIONETA,1,1,,
295,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+500,Calarcá,Quindio",4.5276933,-75.632571,18,3,2022,1,,,,,1,,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
296,,1,,"CRA 25 # 15+02 BARRIO LA HUERTA,Calarcá,Quindio",4.514844,-75.644425,19,3,2022,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
297,,1,,"VIA LA URIBE–CALARCA KM 76+680,Calarcá,Quindio",4.519115,-75.648049,23,3,2022,1,,,,,,1,2,,,,1,1,CAMIONETA-MOTOCICLETA,1,1,,
298,,1,,"CALLE 37 ENTRE CRA 25 Y 24 FRENTE 24+06,Calarcá,Quindio",4.5286724,-75.640226,23,3,2022,1,,,,,,1,2,,,,2,,CAMION-AUTOMOVIL-MOTO,,3,,
299,1,,,"VIA LA URIBE–CALARCA KM 82+850,Calarcá,Quindio",4.522328,-75.642093,24,3,2022,1,,,,,,1,1,,,1,,,AUTOMÓVIL,1,,,
300,,1,,"VIA LA URIBE–CALARCA KM 85+645,Calarcá,Quindio",4.524412,-75.63773,24,3,2022,1,,,,,,1,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
301,,1,,"CRA 27 # 32+35,Calarcá,Quindio",4.5313862,-75.6421157,25,3,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL,,1,,
302,1,,,"CALLE 37 # 18+03,Calarcá,Quindio",4.5298329,-75.6434429,27,3,2022,1,,,,,,1,1,,,1,,,CAMIÓN ,1,,,
303,1,,,"CRA 29 CALLE 39 ESQUINA,Calarcá,Quindio",4.5313416,-75.643575,29,3,2022,1,,,,,,1,1,,,,1,,AUTOMÓVIL ,,1,,
304,,1,,"VIA LA URIBE–CALARCA KM 8+033,Calarcá,Quindio",4.520832,-75.644064,29,3,2022,1,,,,,,1,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
305,1,,,"VIA LA URIBE–CALARCA KM 85+900,Calarcá,Quindio",4.525305,-75.637086,2,4,2022,1,,,,,1,,2,,,1,1,,AUTOMÓVIL-CAMIONETA,1,1,,
306,1,,,"VIA LA URIBE–CALARCA KM 86 VERSALLES,Calarcá,Quindio",4.526654,-75.636862,3,4,2022,1,,,,,,1,2,,,,1,1,VOLQUETA-Campero,1,1,,
307,1,,,"VIA LA URIBE–CALARCA KM 81+719,Calarcá,Quindio",4.521497,-75.643476,5,4,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
308,1,,,"VIA CHAGUALA-PEREIRA KM 0+380,Calarcá,Quindio",4.486492,-75.69955,5,4,2022,,,,,,1,,1,,,,1,,CAMIONETA,,1,,
309,,1,,"VIA LA URIBE–CALARCA KM 85+085,Calarcá,Quindio",4.523605,-75.63933,6,4,2022,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
310,1,,,"EDIFICIO BRIO AQUI ES PAPA,Calarcá,Quindio",4.528772,-75.631856,7,4,2022,1,,,,,,1,2,,,,2,,TRACTOCAMIÓN-TRACTOCAMIÓN,2,,,
311,,1,,"VIA LA URIBE–CALARCA KM 85+740,Calarcá,Quindio",4.524984,-75.637193,7,4,2022,1,,,,,1,,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
312,,1,,"VIA RIO VERDE BARRIO EL CONGAL 2,Calarcá,Quindio",4.5098877,-75.6528201,9,4,2022,1,,,,,1,,1,1,,,2,,AUTOMÓVIL-VOLQUETA,,2,,
313,,1,,"VIA LA URIBE–CALARCA KM 78+885,Calarcá,Quindio",4.51993,-75.644059,10,4,2022,1,,,,,1,,1,1,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
314,,1, ,"BARRIO BARSOVIA MZ B # 1,Calarcá,Quindio",4.517202,-75.64483,11,4,2022,,1,,,,,1,2,,,1,1,,CAMIONETA-AUTOMÓVIL,,2,,
315,,1,,"BARRIO CALDAS CRA 26 CON CALLE 28,Calarcá,Quindio",4.523565,-75.644296,12,4,2022,1,,,,,,1,2,,,,1,1,AUTOMÓVIL-MOTOCICLETA,2,,,
316,,1,,"FRENTE A LA BOMBA BIOMAX BARELONA,Calarcá,Quindio",4.424975,-75.720964,12,4,2022,1,,,,,,1,2,,,,1,1,MOTOCICLETA-MOTOCICLETA,,2,,
317,,,1,"VIA LA URIBE–CALARCA KM 71+100,Calarcá,Quindio",4.498282,-75.677354,14,4,2022,1,,,,,1,,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
318,,1,,"VIA VIA CALARCA–CIRCASIA KM 2+200,Calarcá,Quindio",4.5276933,-75.632571,15,4,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,1,1,,
319,1,,,"CRA 25 CALLE 45 ESQUINA,Calarcá,Quindio",4.534244,-75.6396205,15,4,2022,1,,,,,,1,,1,,1,,,AUTOMÓVIL,,1,,
320,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+400,Calarcá,Quindio",4.526089,-75.626082,18,4,2022,1,,,,,,1,2,,,,2,,TRACTOCAMIÓN-MOTOCICLETA,1,1,,
321,1,,,"CRA 28 ENTRE CALLES 39 Y 40,Calarcá,Quindio",4.5311025,-75.6429383,18,4,2022,1,,,,,,1,2,,,1,1,,CAMIÓN-AUTOMÓVIL,1,1,,
322,,1,,"VIA LA URIBE–CALARCA KM 85+900,Calarcá,Quindio",4.525305,-75.637086,19,4,2022,,1,,,,,1,2,,,1,,1,AUTOMÓVIL,,1,,
323,,1,,"CALLE 45 CON CRA 25 ESQUINA,Calarcá,Quindio",4.534244,-75.6396205,19,4,2022,1,,,,,,1,1,1,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
324,,1,,"VIA VIA ARMENIA–IBAGUE KM 4+600,Calarcá,Quindio",4.528836,-75.629791,19,4,2022,1,,,,,1,,2,,,1,,,CAMIONETA-MOTOCICLETA,2,,,
325,,1,,"CALLE 30 CON CRA 23,Calarcá,Quindio",4.5241598,-75.6419024,20,4,2022,,1,,,,,1,1,1,,,1,1,BUS,1,,,
326,,1,,"CALLE 47 CON CRA 26 ESQUINA,Calarcá,Quindio",4.536109,-75.6397001,20,4,2022,1,,,,,,1,1,1,,,2,,AUTOMÓVIL-CAMIONETA,,2,,
327,,1,,"VEREDA PUERTO RICO LA ROCHELA,Calarcá,Quindio",4.48731,-75.65431,20,4,2022,1,,,,,1,,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
328,,1,,"CRA 12 CALLE 8 BARCELONA,Calarcá,Quindio",4.4256212,-75.7197734,21,4,2022,,1,,,,,1,1,1,1,1,,,MOTOCICLETA,,1,,
329,1,,,"VIA LA URIBE–CALARCA KM 74+400,Calarcá,Quindio",4.504769,-75.657576,23,4,2022,1,,,,,,1,2,,,2,,,AUTOMÓVIL-AUTOMÓVIL,,2,,
330,1,,,"VIA LA URIBE–CALARCA KM 76+100,Calarcá,Quindio",4.518502,-75.650182,23,4,2022,1,,,,,,1,2,,,2,,,AUTOMÓVIL-AUTOMÓVIL,,2,,
331,,1,,"CRA 27A CALLE 30 FRENTE A 30B-27,Calarcá,Quindio",4.524387,-75.644832,29,4,2022,,1,,,,,1,2,,,1,1,,MOTOCICLETA ,,1,,
332,1,,,"VIA LA URIBE–CALARCA KM 77+870,Calarcá,Quindio",4.519037,-75.64456,1,5,2022,1,,,,,,1,2,,,,2,,TRACTOCAMIÓN-TRACTOCAMIÓN,2,,,
333,,1,,"VIA L A URIBE-CALARCA KM 80+850,Calarcá,Quindio",4.5095461,-75.6565342,2,5,2022,1,,,,,1,,2,,,2,,,AUTOMÓVIL-TRACTOCAMIÓN,1,1,,
334,,,1,"VIA VIA ARMENIA–IBAGUE KM 6+160,Calarcá,Quindio",4.528341,-75.633504,3,5,2022,1,,,,,1,,2,,,,2,1,AUTOMÓVIL,,1,,
335,1,,,"VIA LA URIBE–CALARCA KM 84+863,Calarcá,Quindio",4.523438,-75.639961,5,5,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
336,,1,,"VIA LA URIBE–CALARCA KM 77+450,Calarcá,Quindio",4.518925,-75.644783,6,5,2022,,,1,,,,1,1,1,2,,,,AUTOMÓVIL,,1,,
337,,1,,"CALLE 31 CON CRA 22 ESQUINA,Calarcá,Quindio",4.5245591,-75.6410057,7,5,2022,1,,,,,,1,1,1,,1,1,,CAMIONETA-MOTOCICLETA,,2,,
338,1,,,"VIA LA URIBE–CALARCA KM 69+100,Calarcá,Quindio",4.497294,-75.679687,8,5,2022,1,,,,,1,,2,,,1,1,,AUTOMÓVIL-CAMPERO,,2,,
339,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+500,Calarcá,Quindio",4.525743,-75.625268,9,5,2022,1,,,,,1,,2,,,1,,1,AUTOMÓVIL-MOTOCICLETA,,2,,
340,1,,,"CRA 14 FRENTE AL # 2+38B BARCELONA,Calarcá,Quindio",4.4265984,-75.7140056,13,5,2022,1,,,,,,1,1,1,,,2,,CAMIONETA-AUTOMÓVIL,,2,,
341,1,,,"VIA VIA ARMENIA–IBAGUE KM 5+900,Calarcá,Quindio",4.527375,-75.634467,14,5,2022,,,1,,,1,,1,,,,1,,CAMIÓN ,1,,,
342,1,,,"AVENIDA COLON FRENTE AL # 17+109,Calarcá,Quindio",4.5222917,-75.6478148,14,5,2022,1,,,,,,1,2,,,2,,,AUTOMÓVIL-CAMIONETA,,1,1,
343,,1,,"VIA LA URIBE–CALARCA KM 83+720,Calarcá,Quindio",4.523441,-75.641881,18,5,2022,,,1,,,1,,1,,,1,,,AUTOMÓVIL,,1,,
344,,1,,"VIA LA URIBE–CALARCA KM 83+686,Calarcá,Quindio",4.523382,-75.641889,20,5,2022,,,1,,,,1,1,,,,1,,MOTOCICLETA,,1,,
345,,1,,"VIA LA URIBE–CALARCA KM 75+500,Calarcá,Quindio",4.513892,-75.652302,24,5,2022,1,,,,1,1,,1,,,,1,,MOTOCICLETA,,1,,
346,1,,,"VIA VIA ARMENIA–IBAGUE KM 5+400,Calarcá,Quindio",4.526242,-75.636071,30,5,2022,1,,,,,1,,2,,,,2,,CAMIONETA-CAMIONETA,,2,,
347,,1,,"VIA LA URIBE–CALARCA KM 82+660,Calarcá,Quindio",4.522176,-75.642148,30,5,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-CAMIONETA,1,1,,
348,,1,,"CRA 18 CALLE 34 VARIANTE SUR,Calarcá,Quindio",4.52571,-75.638345,4,6,2022,1,,,,,,1,2,,,,2,,CAMIÓN-MOTOCICLETA,1,1,,
349,,1,,"VIA LA URIBE–CALARCA KM 84+400,Calarcá,Quindio",4.52364,-75.641163,4,6,2022,1,,,,,,1,2,,,,2,,CAMIÓN-MOTOCICLETA,1,1,,
350,,1,,"VIA LA URIBE–CALARCA KM 68+200,Calarcá,Quindio",4.49621,-75.682646,6,6,2022,1,,,,,1,,2,,,,1,1,CAMIÓN-BICICLETA,1,1,,
351,,1,,"VIA LA URIBE–CALARCA KM 80+630,Calarcá,Quindio",4.521362,-75.643741,8,6,2022,1,,,,,1,,2,,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
352,,1,,"VIA VIA ARMENIA–IBAGUE KM 4+200,Calarcá,Quindio",4.528887,-75.625846,8,6,2022,1,,,,,,1,1,1,,1,,,CAMIÓN-MOTOCICLETA,1,1,,
353,,1,,"CRA 18 CALLE 35,Calarcá,Quindio",4.5265835,-75.6386187,10,6,2022,1,,,,,,1,1,1,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
354,1,,,"CRA 24 CALLE 33 ESQUINA,Calarcá,Quindio",4.5263069,-75.641817,11,6,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-CAMIONETA,1,1,,
355,,1,,"CALLE 39 ENTRE CRA 22 A 21,Calarcá,Quindio",4.529549,-75.638781,14,6,2022,1,,,,,,1,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,1,1,
356,,1,,"VIA LA URIBE–CALARCA KM 83+050,Calarcá,Quindio",4.52285,-75.642011,15,6,2022,1,,,,,,1,2,,,,2,,BICICLETA-MOTOCICLETA,,2,,
357,,1,,"AVENIDA COLON ENTRE CALLES 17 Y 18,Calarcá,Quindio",4.4805728,-75.6440842,15,6,2022,1,,,,,,1,2,,,2,,,CAMIONETA-MOTOCICLETA,,2,,
358,,1,,"VIA LA URIBE–CALARCA KM 81+180,Calarcá,Quindio",4.52143,-75.64363,17,6,2022,1,,,,,1,,2,,,1,1,,MOTOCICLETA-AUTOMÓVIL,,2,,
359,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+100,Calarcá,Quindio",4.526175,-75.639562,19,6,2022,1,,,,,1,,2,,,2,,,MOTOCICLETA-AUTOMÓVIL,,2,,
360,,1,,"CRA 17 CALLE 39,Calarcá,Quindio",4.5287985,-75.6362298,21,6,2022,1,,,,,,1,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
361,1,,,"CRA 25 FRENTE AL 34+39,Calarcá,Quindio",4.5288108,-75.6416001,21,6,2022,1,,,,,,1,2,,,1,1,,CAMIONETA-AUTOMÓVIL,,1,,
362,,1,,"VIA LA URIBE–CALARCA KM 85+030,Calarcá,Quindio",4.523521,-75.639535,22,6,2022,1,,,,,1,,,2,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
363,,1,,"VIA CHAGUALA-PEREIRA KM 3+050,Calarcá,Quindio",4.486492,-75.69955,22,6,2022,1,,,,,1,,2,,,,2,,AUTOMÓVIL-AUTOMÓVIL,,2,,
364,1,,,"VIA LA URIBE–CALARCA KM 71+035,Calarcá,Quindio",4.498177,-75.67746,22,6,2022,1,,,,,1,,1,,,1,,,CAMPERO,,,1,
365,,1,,"VIA LA URIBE–CALARCA KM 85+900,Calarcá,Quindio",4.525305,-75.637086,22,6,2022,,1,,,,1,,2,,,,1,1,AUTOMÓVIL,,1,,
366,1,,,"VIA LA URIBE-LA ESPANOLA KM 79+200,Calarcá,Quindio",4.520261,-75.644057,23,6,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-AUTOMÓVIL,,2,,
367,1,,,"CRA 23 CALLE 39,Calarcá,Quindio",4.5299229,-75.6397631,26,6,2022,1,,,,,,1,2,,,,2,,BUS-AUTOMÓVIL,1,1,,
368,,1,,"VIA LA URIBE–CALARCA KM 72+200,Calarcá,Quindio",4.501047,-75.668028,27,6,2022,1,,,,,1,,1,,,1,,,AUTOMÓVIL,,1,,
369,,1,,"CRA 17 CALLE 37,Calarcá,Quindio",4.527935,-75.6359021,28,6,2022,1,,,,,,1,2,,,,1,1,MOTOCICLETA-MOTOCICLETA,,2,,
370,,1,,"CRA 25 NO 39+27,Calarcá,Quindio",4.5307885,-75.640964,28,6,2022,,1,,,,,1,1,1,,,1,1,MOTOCILCETA-PEATON ,,1,,
371,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+110,Calarcá,Quindio",4.529645,-75.633093,1,7,2022,,1,,,,1,,2,,,1,,1,MOTOCICLETA,,1,,
372,1,,,"VEREDA PRIMER CRUCERO FINCA BUENOS AIRES,Calarcá,Quindio",4.445324,-75.65169,2,7,2022,1,,,,,1,,1,1,,2,,,CAMIONETA-CAMPERO,,2,,
373,,,1,"VIA LA BELLA-QUEBRADANEGRA,Calarcá,Quindio",4.488364,-75.672357,3,7,2022,1,,,,,1,,1,,,,1,,MOTOCILCLETA,,1,,
374,1,,,"CALLE 45 ENTRA CRAS 25 Y 26,Calarcá,Quindio",4.4805728,-75.6440842,7,7,2022,1,,,,,,1,2,,,1,1,,CAMIONETA-AUTOMÓVIL,,2,,
375,1,,,"BARRIO CALDAS CRA 25 CALLES 28, 29 Y 27,Calarcá,Quindio",4.522976,-75.643787,10,7,2022,,,,,1,,1,2,,,,1,,CAMIÓN ,1,,,
376,,,1,"VIA VIA ARMENIA–IBAGUE KM 5+700,Calarcá,Quindio",4.525863,-75.634675,10,7,2022,1,,,,,1,,1,,,,1,,MOTOCILCETA,,1,,
377,1,,,"VIA ARMENIA-CALARCA DEL KM 0+430 HASTA KM 0+480,Calarcá,Quindio",4.52558,-75.637006,12,7,2022,1,,,,,,1,2,,,,2,,CAMIÓN-CAMIONETA,1,1,,
378,1,,,"MZ I CASA 2 BARRIO LA HUERTA,Calarcá,Quindio",4.513674,-75.644267,12,7,2022,1,,,,,,1,2,,,,1,,CAMIONETA-CAMIONETA,1,1,,
379,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+790,Calarcá,Quindio",4.528623,-75.629555,13,7,2022,,,1,,,1,,,1,,1,,,MOTOCICLETA,,1,,
380,,1,,"VIA LA URIBE–CALARCA KM 77+070,Calarcá,Quindio",4.51865,-75.645353,14,7,2022,1,,,,,1,,1,1,,1,1,,CAMIONETA-MOTOCICLETA,,2,,
381,,1,,"CALLE 39 CON CRA 23,Calarcá,Quindio",4.5299229,-75.6397631,14,7,2022,1,,,,,,1,1,1,,1,1,,CAMIONETA-MOTOCICLETA,1,1,,
382,1,,,"CALARCA-QUEBARADANEGRA FINCA LA PALOMA,Calarcá,Quindio",4.4867517,-75.6474786,14,7,2022,,,,,1,1,,2,,,,2,,CAMIONETA-CAMIÓN,1,1,,
383,,1,,"VIA LA URIBE–CALARCA KM 67+300,Calarcá,Quindio",4.493221,-75.68833,15,7,2022,1,,,,,1,,2,,,,1,1,MOTOCICLETA-MICROBUS,1,1,,
384,,1,,"VIA LA VIRGINIA,Calarcá,Quindio",4.490134,-75.6427003,17,7,2022,,,1,,,1,,1,,,,1,,AUTOMÓVIL,,1,,
385,,1,,"CALLE 44 CON CRA 23,Calarcá,Quindio",4.527994,-75.640474,17,7,2022,,,1,,,,1,1,,,,1,,AUTOMÓVIL,,1,,
386,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+300,Calarcá,Quindio",4.525464,-75.618221,20,7,2022,1,,,,,,1,2,,1,,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
387,,1,,"VIA LA URIBE–CALARCA KM 85+800,Calarcá,Quindio",4.525171,-75.637122,21,7,2022,,1,,,,,1,2,,,2,,,MOTOCICLETA,,1,,
388,,1,,"CRA 29 CON CALLE 40,Calarcá,Quindio",4.5319847,-75.6433517,21,7,2022,1,,,,,,1,1,1,,,1,1,BUS-MOTOCICLETA,1,1,,
389,,1,,"VIA VIA CALARCA–CIRCASIA KM 1+500,Calarcá,Quindio",4.5276933,-75.632571,21,7,2022,1,,,,,1,,2,,,2,,,MOTOCICLETA,,1,,
390,,1,,"VIA LA URIBE–CALARCA KM 83+080,Calarcá,Quindio",4.52289,-75.642006,22,7,2022,,,,,1,1,,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
391,,1,,"CRA 27 ENTRE 34 Y 33 FRENTE AL 316,Calarcá,Quindio",4.5315246,-75.6420647,24,7,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
392,1,,,"VIA LA URIBE–CALARCA KM 77+800,Calarcá,Quindio",4.518995,-75.644619,25,7,2022,1,,,,,1,,2,,,,2,,CAMIONETA-TRACTOCAMIÓN,1,1,,
393,,1,,"VIA LA URIBE–CALARCA KKM 77+800,Calarcá,Quindio",4.518995,-75.644619,25,7,2022,,1,,,,1,,1,,,,1,,MOTOCICLETA,,1,,
394,1,,,"VIA LA URIBE–CALARCA KM 84+980,Calarcá,Quindio",4.523494,-75.639697,26,7,2022,1,,,,,,1,,,,1,,1,MOTOCICLETA-MOTOCICLETA,,2,,
395,,,1,"VIA LA URIBE–CALARCA KM 83+586,Calarcá,Quindio",4.523339,-75.641921,28,7,2022,,,,,1,,1,1,2,1,1,,1,MOTOCICLETA-BUS,1,1,,
396,,1,,"AVENIDA COLON FRENTE AL # 22+34,Calarcá,Quindio",4.5222917,-75.6478148,28,7,2022,1,,,,,,1,2,,,,1,1,CAMIONETA-MOTOCICLETA,,2,,
397,,1,,"VIA LA URIBE–CALARCA KM 76+000,Calarcá,Quindio",4.518046,-75.6512,30,7,2022,1,,,,,1,,1,,,,1,,MOTOCICLETA,,1,,
398,1,,,"AVENIDA COLON FRENTE AL NO 22+218,Calarcá,Quindio",4.5222917,-75.6478148,30,7,2022,1,,,,,,1,1,,,,,1,AUTOMÓVIL,,1,,
399,,,1,"VIA LA URIBE–CALARCA KM 77+050,Calarcá,Quindio",4.518668,-75.645446,1,8,2022,,1,,,,1,,,1,,1,,,MOTOCICLETA,,1,,
400,,1,,"PUENTE EL DANUBIO VIA LA BELLA-QUEBRADANEGRA,Calarcá,Quindio",4.451051,-75.690078,3,8,2022,1,,1,,,1,,1,,,,,1,CAMPERO,1,,,
401,,1,,"CRA 27 CON CALLE 39 ESQUINA,Calarcá,Quindio",4.5308829,-75.6423,3,8,2022,1,,,,,,1,2,,,1,,1,AUTOMÓVIL-MOTOCICLETA,,2,,
402,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+300,Calarcá,Quindio",4.528772,-75.631856,8,8,2022,,,1,,,1,,1,,,,,1,BICICLETA,,1,,
403,1,,,"VIA LA URIBE–CALARCA KM 77+900,Calarcá,Quindio",4.519037,-75.64456,11,8,2022,1,,,,,1,,1,,,,1,,CAMIONETA,,1,,
404,,1,,"VIA LA URIBE–CALARCA KM 75+900,Calarcá,Quindio",4.51681,-75.651746,14,8,2022,,1,,,,1,,1,,,,1,,PEATÓN ,,,,
405,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+350,Calarcá,Quindio",4.519389,-75.644187,19,8,2022,1,,,,,1,,1,1,,1,1,,MOTOCICLETA-BICICLETA,,2,,
406,,1,,"VIA LA URIBE–CALARCA KM 85+700,Calarcá,Quindio",4.524697,-75.637347,20,8,2022,,,1,,,,1,1,,,,1,,MOTOCICLETA,,1,,
407,,1,,"AVENIDA COLON FRENTE AL NO 15+85,Calarcá,Quindio",4.5287985,-75.6362298,21,8,2022,,,,1,,,1,,1,,1,,,MOTOCICLETA,,1,,
408,,1,,"VIA LA URIBE–CALARCA KM 85+250,Calarcá,Quindio",4.523795,-75.638903,21,8,2022,1,,,,,,1,1,1,,1,1,,CAMIONETA ,1,,,
409,,1,,"CRA 12 CALLE 8 BARCELONA,Calarcá,Quindio",4.5298329,-75.6434429,30,8,2022,1,,,,,,1,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
410,,1,,"VIA LA URIBE–CALARCA KM 80+880,Calarcá,Quindio",4.521391,-75.64367,2,9,2022,1,,,,,1,,2,,,,2,,AUTOMOVIL-VOLQUETA-VOLQUETA,2,1,,
411,,1,,"BARRIO EL CACIQUE NO 20+59,Calarcá,Quindio",4.529752,-75.637665,7,9,2022,1,,,,,,1,2,,,,2,,CAMPERO-BICICLETA,,2,,
412,,1,,"VIA ARMENIA–IBAGUE GLORIETA NORTE,Calarcá,Quindio",4.534514,-75.641104,8,9,2022,1,,,,,,1,1,1,,,2,,AUTOMÓVIL-AUTOMÓVIL,,2,,
413,,1,,"AVENIDA COLON CALLE 13A FRENTE AL NO 11+08,Calarcá,Quindio",4.5222917,-75.6478148,9,9,2022,1,,,,,,1,2,,,,,,MOTOCICLETA-BUS,1,1,,
414,,1,,"CRA 24 CALLE 38 FRENTE AL NO 23+52,Calarcá,Quindio",4.529531,-75.640584,10,9,2022,,1,,,,,1,1,1,,1,1,,MOTOCICLETA,,1,,
415,,1,,"VIA BARCELONA-RIO VERDE,Calarcá,Quindio",4.419648,-75.709098,10,9,2022,1,,,,,1,,2,,,2,,,MOTOCICLETA-MOTOCICLETA,,2,,
416,,1,,"VIA RIO VERDE BARCELONA FRENTE A VILLA LUCIA,Calarcá,Quindio",4.4805728,-75.6440842,10,9,2022,1,,,,,1,,1,1,,,,2,CAMIONETA-MOTOCICLETA,,2,,
417,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+100,Calarcá,Quindio",4.525734,-75.619843,11,9,2022,1,,,,,1,,2,,,1,1,,MOTOCICLETA-AUTOMÓVIL,,1,1,
418,,1,,"CRA 25 CON CALLE 37,Calarcá,Quindio",4.5291285,-75.64147,12,9,2022,,1,,,,,1,2,,,1,,1,MOTOCICLETA,,1,,
419,,1,,"VIA LA URIBE–CALARCA KM 80+500,Calarcá,Quindio",4.521286,-75.643815,13,9,2022,1,,,,,1,,2,,,,1,1,CAMIONETA-TRACTOCAMIÓN,1,1,,
420,,1,,"CRA 26 CON CALLE 45,Calarcá,Quindio",4.519963,-75.644044,14,9,2022,1,,,,,,1,1,1,,,1,1,MOTOCICLETA-AUTOMÓVIL,,2,,
421,,,1,"CALLE 37A # 21+15,Calarcá,Quindio",4.5285719,-75.638997,15,9,2022,1,,,,,,1,1,1,,2,,,MOTOCICLETA,,1,,
422,,1,,"VIA LA URIBE–CALARCA KM 67,Calarcá,Quindio",4.492672,-75.689435,15,9,2022,1,,,,,1,,2,,,1,1,,CAMIÓN-MOTOCICLETA,1,1,,
423,,1,,"VIA VIA ARMENIA–IBAGUE ALTO DEL RIO,Calarcá,Quindio",4.540547,-75.650034,18,9,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
424,,1,,"CALLE 40 CRA 39,Calarcá,Quindio",4.5300826,-75.6383027,19,9,2022,1,,,,,,1,2,,,,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
425,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+100,Calarcá,Quindio",4.529645,-75.633093,21,9,2022,1,,,,,1,,1,1,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
426,,1,,"VIA LA URIBE–CALARCA KM 84+798,Calarcá,Quindio",4.523446,-75.640153,21,9,2022,1,,,,,,1,2,,1,,1,,CAMIÓN-MOTOCICLETA,1,1,,
